image_id,Male,Eyeglasses
021549.png,-1,1
021550.png,-1,-1
021551.png,-1,-1
021552.png,-1,-1
021553.png,-1,-1
021554.png,1,1
021555.png,-1,-1
021556.png,-1,-1
021557.png,-1,-1
021558.png,1,-1
021559.png,-1,-1
021560.png,-1,-1
021561.png,1,-1
021562.png,-1,-1
021563.png,-1,-1
021564.png,-1,-1
021565.png,1,-1
021566.png,-1,-1
021567.png,-1,-1
021568.png,1,-1
021569.png,-1,-1
021570.png,-1,-1
021571.png,-1,-1
021572.png,-1,-1
021573.png,-1,-1
021574.png,-1,-1
021575.png,1,-1
021576.png,1,-1
021577.png,-1,-1
021578.png,1,-1
021579.png,-1,-1
021580.png,-1,-1
021582.png,1,-1
021583.png,-1,-1
021585.png,-1,-1
021586.png,-1,-1
021587.png,1,-1
021588.png,1,-1
021589.png,-1,-1
021590.png,1,1
021591.png,1,-1
021592.png,-1,-1
021593.png,-1,-1
021594.png,1,-1
021595.png,-1,-1
021596.png,1,-1
021597.png,-1,-1
021598.png,1,1
021599.png,-1,-1
021600.png,1,-1
021601.png,-1,-1
021602.png,-1,-1
021603.png,-1,-1
021604.png,1,-1
021605.png,-1,-1
021606.png,-1,-1
021607.png,-1,-1
021608.png,1,-1
021609.png,-1,-1
021610.png,1,-1
021611.png,1,-1
021612.png,1,-1
021613.png,1,-1
021614.png,-1,-1
021615.png,-1,-1
021616.png,1,1
021617.png,1,-1
021618.png,-1,-1
021619.png,-1,-1
021620.png,-1,-1
021621.png,-1,-1
021622.png,-1,-1
021623.png,1,-1
021624.png,-1,-1
021625.png,-1,-1
021626.png,1,-1
021627.png,-1,-1
021628.png,1,-1
021629.png,1,1
021630.png,-1,-1
021631.png,-1,-1
021632.png,-1,-1
021633.png,1,-1
021634.png,-1,-1
021635.png,-1,-1
021636.png,-1,-1
021637.png,-1,-1
021638.png,-1,-1
021639.png,-1,-1
021640.png,1,-1
021641.png,-1,-1
021642.png,-1,-1
021643.png,1,-1
021644.png,-1,-1
021645.png,1,-1
021646.png,1,-1
021647.png,-1,-1
021648.png,-1,-1
021649.png,-1,-1
021650.png,-1,-1
021651.png,-1,-1
021652.png,-1,-1
021653.png,-1,-1
021654.png,1,-1
021655.png,-1,-1
021656.png,1,-1
021657.png,1,-1
021658.png,1,1
021659.png,1,-1
021660.png,-1,-1
021661.png,1,1
021662.png,-1,-1
021663.png,1,-1
021664.png,-1,-1
021665.png,1,-1
021666.png,-1,-1
021667.png,1,1
021668.png,-1,-1
021669.png,-1,-1
021670.png,1,-1
021671.png,-1,-1
021672.png,-1,-1
021673.png,-1,-1
021674.png,-1,-1
021675.png,1,-1
021676.png,-1,-1
021677.png,1,-1
021678.png,-1,-1
021679.png,-1,-1
021680.png,-1,-1
021681.png,-1,-1
021682.png,1,-1
021683.png,-1,-1
021684.png,-1,-1
021685.png,1,-1
021686.png,1,-1
021687.png,-1,-1
021688.png,1,-1
021689.png,-1,-1
021690.png,1,-1
021692.png,1,-1
021693.png,-1,-1
021694.png,-1,-1
021695.png,-1,-1
021696.png,-1,-1
021697.png,-1,-1
021698.png,-1,-1
021699.png,-1,-1
021700.png,-1,-1
021701.png,1,-1
021702.png,1,-1
021703.png,-1,-1
021704.png,-1,-1
021705.png,1,-1
021706.png,-1,-1
021707.png,-1,-1
021708.png,1,-1
021709.png,-1,-1
021710.png,-1,-1
021711.png,1,-1
021712.png,1,-1
021713.png,-1,-1
021714.png,1,1
021715.png,1,-1
021716.png,-1,-1
021717.png,1,1
021718.png,1,-1
021719.png,1,1
021720.png,-1,-1
021721.png,1,-1
021722.png,1,-1
021723.png,-1,-1
021724.png,1,-1
021725.png,-1,-1
021726.png,-1,-1
021727.png,-1,-1
021728.png,-1,-1
021730.png,-1,-1
021731.png,-1,-1
021732.png,-1,-1
021733.png,1,-1
021734.png,-1,-1
021735.png,-1,-1
021736.png,1,-1
021737.png,-1,-1
021738.png,1,-1
021739.png,1,-1
021740.png,1,-1
021741.png,-1,-1
021742.png,-1,-1
021743.png,-1,-1
021744.png,-1,-1
021745.png,-1,-1
021746.png,1,1
021747.png,-1,-1
021748.png,1,-1
021749.png,-1,-1
021750.png,-1,-1
021751.png,-1,-1
021752.png,1,1
021753.png,1,-1
021754.png,-1,-1
021756.png,-1,-1
021757.png,1,-1
021758.png,1,-1
021759.png,-1,-1
021760.png,-1,-1
021761.png,-1,-1
021762.png,-1,-1
021763.png,-1,-1
021764.png,1,1
021765.png,1,-1
021766.png,-1,-1
021767.png,1,-1
021768.png,-1,-1
021769.png,1,-1
021770.png,-1,-1
021771.png,1,-1
021772.png,1,-1
021775.png,1,-1
021776.png,1,-1
021777.png,-1,-1
021778.png,-1,-1
021779.png,1,-1
021780.png,1,-1
021781.png,-1,-1
021782.png,-1,-1
021783.png,-1,-1
021784.png,-1,-1
021785.png,-1,-1
021786.png,-1,-1
021787.png,-1,-1
021788.png,-1,-1
021789.png,1,-1
021790.png,-1,-1
021791.png,1,-1
021792.png,1,-1
021793.png,1,-1
021794.png,1,-1
021795.png,-1,-1
021796.png,-1,-1
021797.png,-1,-1
021798.png,-1,-1
021799.png,1,-1
021800.png,1,-1
021801.png,-1,-1
021802.png,-1,-1
021803.png,-1,-1
021804.png,1,-1
021805.png,1,-1
021806.png,1,-1
021807.png,-1,-1
021808.png,-1,-1
021809.png,-1,-1
021810.png,1,-1
021811.png,1,-1
021812.png,1,-1
021813.png,1,-1
021814.png,1,1
021815.png,1,-1
021816.png,1,-1
021817.png,-1,-1
021818.png,1,1
021819.png,-1,-1
021820.png,1,-1
021821.png,1,-1
021822.png,-1,-1
021823.png,1,-1
021825.png,-1,-1
021826.png,-1,-1
021827.png,1,-1
021828.png,-1,-1
021829.png,-1,-1
021830.png,1,1
021831.png,-1,-1
021832.png,-1,-1
021833.png,1,-1
021834.png,-1,-1
021835.png,-1,-1
021836.png,-1,-1
021837.png,-1,-1
021838.png,-1,-1
021839.png,-1,-1
021840.png,1,-1
021841.png,-1,-1
021842.png,1,-1
021843.png,1,-1
021844.png,1,-1
021845.png,-1,-1
021846.png,-1,-1
021847.png,1,-1
021848.png,-1,-1
021849.png,-1,-1
021850.png,-1,-1
021851.png,1,1
021852.png,-1,-1
021853.png,-1,-1
021854.png,1,-1
021855.png,1,-1
021856.png,1,-1
021857.png,-1,-1
021858.png,-1,-1
021859.png,-1,-1
021861.png,-1,-1
021862.png,-1,-1
021863.png,-1,-1
021864.png,-1,-1
021865.png,-1,-1
021866.png,-1,-1
021867.png,1,1
021868.png,-1,-1
021869.png,1,-1
021870.png,1,-1
021871.png,1,1
021872.png,1,1
021873.png,1,-1
021874.png,1,-1
021875.png,-1,-1
021876.png,-1,-1
021877.png,-1,-1
021878.png,-1,-1
021879.png,1,-1
021880.png,1,-1
021881.png,-1,-1
021882.png,-1,-1
021883.png,-1,-1
021884.png,1,1
021885.png,-1,-1
021886.png,-1,-1
021887.png,-1,-1
021889.png,-1,-1
021890.png,-1,-1
021891.png,-1,-1
021892.png,1,-1
021893.png,1,-1
021894.png,1,-1
021895.png,1,-1
021896.png,-1,-1
021897.png,-1,-1
021898.png,-1,-1
021899.png,-1,-1
021900.png,-1,1
021901.png,-1,-1
021902.png,1,-1
021903.png,-1,1
021904.png,-1,-1
021905.png,1,-1
021906.png,1,-1
021907.png,-1,-1
021908.png,1,-1
021909.png,-1,-1
021910.png,1,-1
021911.png,-1,-1
021912.png,-1,-1
021913.png,1,-1
021914.png,1,-1
021915.png,-1,-1
021916.png,-1,-1
021917.png,1,-1
021918.png,-1,-1
021919.png,1,-1
021920.png,1,-1
021921.png,1,-1
021922.png,-1,-1
021923.png,1,-1
021924.png,-1,-1
021925.png,1,-1
021926.png,-1,-1
021927.png,1,-1
021928.png,-1,-1
021929.png,1,-1
021930.png,-1,-1
021931.png,-1,-1
021933.png,-1,-1
021934.png,-1,-1
021935.png,1,-1
021936.png,1,-1
021937.png,1,-1
021938.png,1,1
021939.png,-1,-1
021940.png,1,-1
021941.png,-1,-1
021942.png,-1,-1
021943.png,-1,-1
021944.png,-1,-1
021945.png,1,-1
021946.png,1,-1
021947.png,-1,-1
021948.png,1,-1
021949.png,-1,-1
021950.png,-1,-1
021951.png,-1,-1
021952.png,1,1
021953.png,-1,-1
021954.png,1,-1
021955.png,-1,-1
021956.png,-1,-1
021957.png,-1,-1
021958.png,1,-1
021959.png,-1,-1
021960.png,-1,-1
021961.png,1,-1
021962.png,-1,-1
021963.png,-1,-1
021964.png,1,-1
021965.png,-1,-1
021966.png,-1,-1
021967.png,1,-1
021968.png,-1,-1
021969.png,-1,-1
021970.png,-1,-1
021971.png,-1,-1
021972.png,-1,-1
021973.png,1,-1
021974.png,1,1
021975.png,1,-1
021976.png,1,-1
021977.png,1,-1
021978.png,-1,-1
021979.png,-1,-1
021980.png,-1,-1
021981.png,1,-1
021983.png,1,-1
021984.png,-1,-1
021985.png,-1,-1
021986.png,-1,-1
021987.png,-1,-1
021988.png,1,-1
021989.png,1,-1
021990.png,1,-1
021991.png,1,-1
021992.png,-1,-1
021993.png,-1,-1
021994.png,1,-1
021995.png,-1,1
021996.png,-1,-1
021997.png,1,-1
021998.png,1,-1
021999.png,-1,-1
022000.png,1,-1
022001.png,1,1
022002.png,-1,-1
022003.png,1,-1
022004.png,1,-1
022005.png,-1,-1
022006.png,1,1
022007.png,1,-1
022008.png,1,-1
022009.png,1,1
022010.png,-1,-1
022011.png,-1,-1
022012.png,-1,-1
022013.png,-1,-1
022014.png,1,-1
022015.png,-1,-1
022016.png,-1,-1
022017.png,1,1
022018.png,-1,-1
022019.png,-1,-1
022020.png,-1,-1
022021.png,1,-1
022022.png,1,-1
022023.png,1,-1
022024.png,-1,-1
022025.png,1,-1
022026.png,-1,-1
022027.png,1,-1
022028.png,-1,-1
022029.png,1,1
022030.png,-1,-1
022031.png,-1,-1
022032.png,-1,-1
022033.png,-1,-1
022034.png,-1,-1
022035.png,-1,-1
022036.png,-1,-1
022037.png,1,-1
022038.png,-1,-1
022039.png,1,-1
022040.png,-1,-1
022041.png,-1,-1
022042.png,-1,-1
022043.png,-1,-1
022044.png,1,-1
022045.png,-1,-1
022046.png,-1,-1
022047.png,-1,1
022048.png,1,-1
022049.png,-1,-1
022050.png,1,-1
022051.png,-1,-1
022052.png,-1,-1
022053.png,-1,-1
022054.png,-1,-1
022055.png,-1,-1
022057.png,-1,-1
022058.png,-1,-1
022059.png,-1,-1
022061.png,1,-1
022062.png,-1,-1
022063.png,-1,-1
022064.png,-1,-1
022065.png,-1,-1
022066.png,-1,-1
022067.png,1,-1
022068.png,1,-1
022069.png,-1,-1
022070.png,-1,-1
022071.png,-1,-1
022072.png,1,1
022073.png,1,-1
022074.png,1,-1
022075.png,1,-1
022076.png,1,-1
022077.png,1,-1
022078.png,-1,-1
022079.png,-1,-1
022080.png,-1,-1
022081.png,-1,1
022082.png,1,-1
022083.png,1,-1
022084.png,1,-1
022085.png,1,-1
022086.png,1,-1
022087.png,-1,-1
022088.png,1,-1
022089.png,-1,-1
022090.png,1,-1
022091.png,-1,-1
022092.png,-1,-1
022093.png,-1,-1
022094.png,1,-1
022095.png,1,-1
022096.png,1,1
022097.png,-1,-1
022098.png,-1,-1
022099.png,-1,-1
022100.png,-1,-1
022101.png,1,-1
022102.png,-1,-1
022103.png,-1,-1
022104.png,-1,-1
022105.png,1,-1
022106.png,-1,-1
022107.png,-1,-1
022108.png,1,-1
022109.png,1,-1
022110.png,1,-1
022111.png,1,-1
022112.png,1,1
022113.png,-1,-1
022114.png,-1,-1
022115.png,-1,-1
022116.png,1,1
022117.png,-1,-1
022118.png,-1,-1
022119.png,-1,-1
022120.png,-1,-1
022121.png,-1,-1
022122.png,1,1
022123.png,-1,-1
022124.png,-1,-1
022125.png,-1,-1
022126.png,-1,-1
022127.png,1,1
022128.png,1,-1
022129.png,1,-1
022130.png,1,-1
022131.png,1,-1
022132.png,-1,-1
022133.png,-1,-1
022134.png,1,-1
022135.png,-1,-1
022136.png,-1,-1
022137.png,-1,-1
022138.png,-1,-1
022139.png,-1,-1
022140.png,-1,-1
022141.png,-1,-1
022142.png,-1,-1
022143.png,-1,-1
022144.png,1,1
022145.png,-1,-1
022146.png,1,-1
022147.png,1,1
022148.png,1,-1
022149.png,1,-1
022150.png,1,-1
022151.png,1,-1
022152.png,-1,-1
022153.png,-1,-1
022154.png,-1,-1
022156.png,-1,-1
022157.png,1,-1
022158.png,1,-1
022159.png,-1,-1
022160.png,-1,-1
022161.png,-1,-1
022162.png,-1,-1
022163.png,1,1
022164.png,-1,-1
022165.png,1,-1
022166.png,-1,-1
022167.png,-1,-1
022168.png,-1,-1
022169.png,1,-1
022170.png,-1,-1
022171.png,-1,-1
022172.png,1,-1
022173.png,-1,-1
022174.png,-1,1
022175.png,-1,-1
022176.png,-1,-1
022177.png,-1,-1
022178.png,-1,-1
022179.png,1,-1
022180.png,1,-1
022181.png,-1,-1
022182.png,-1,-1
022183.png,1,-1
022184.png,-1,-1
022185.png,1,-1
022186.png,1,1
022187.png,-1,-1
022188.png,-1,-1
022189.png,-1,-1
022190.png,1,-1
022191.png,-1,-1
022192.png,-1,-1
022193.png,1,1
022194.png,1,-1
022195.png,1,-1
022196.png,-1,-1
022197.png,-1,-1
022198.png,1,-1
022199.png,-1,-1
022200.png,-1,-1
022201.png,1,-1
022202.png,-1,-1
022203.png,1,-1
022204.png,1,-1
022205.png,1,-1
022206.png,-1,-1
022207.png,-1,-1
022208.png,1,-1
022209.png,-1,-1
022210.png,1,-1
022211.png,-1,-1
022212.png,1,-1
022213.png,1,-1
022214.png,-1,-1
022215.png,-1,-1
022216.png,-1,-1
022217.png,1,-1
022218.png,-1,-1
022219.png,-1,-1
022220.png,1,-1
022221.png,-1,-1
022222.png,1,-1
022223.png,-1,-1
022224.png,1,-1
022225.png,-1,-1
022226.png,-1,-1
022227.png,-1,-1
022228.png,1,-1
022229.png,1,-1
022230.png,1,-1
022231.png,-1,-1
022232.png,-1,-1
022233.png,1,-1
022234.png,-1,-1
022235.png,1,-1
022236.png,-1,-1
022238.png,-1,-1
022239.png,1,-1
022240.png,-1,-1
022241.png,1,-1
022242.png,1,-1
022243.png,-1,-1
022244.png,1,-1
022245.png,1,-1
022246.png,1,-1
022247.png,1,-1
022248.png,-1,-1
022249.png,-1,-1
022250.png,-1,-1
022251.png,1,-1
022252.png,-1,-1
022253.png,-1,-1
022254.png,1,-1
022255.png,1,-1
022256.png,-1,-1
022257.png,-1,-1
022258.png,-1,-1
022259.png,1,-1
022260.png,1,-1
022261.png,-1,-1
022262.png,-1,-1
022263.png,-1,-1
022264.png,1,-1
022265.png,1,-1
022266.png,-1,-1
022267.png,1,-1
022268.png,-1,-1
022270.png,-1,-1
022271.png,-1,-1
022272.png,-1,-1
022273.png,-1,-1
022274.png,-1,-1
022275.png,1,-1
022276.png,1,-1
022277.png,1,-1
022278.png,-1,-1
022279.png,1,-1
022280.png,-1,-1
022281.png,1,1
022282.png,-1,-1
022283.png,-1,-1
022284.png,-1,-1
022285.png,-1,-1
022286.png,-1,-1
022287.png,1,-1
022289.png,1,-1
022290.png,-1,-1
022291.png,1,-1
022292.png,-1,-1
022293.png,1,-1
022294.png,1,-1
022295.png,-1,-1
022296.png,1,1
022297.png,-1,-1
022298.png,-1,-1
022299.png,-1,-1
022300.png,1,-1
022301.png,-1,-1
022302.png,1,-1
022303.png,-1,-1
022304.png,1,-1
022305.png,1,-1
022306.png,1,-1
022307.png,1,-1
022308.png,-1,-1
022309.png,1,-1
022310.png,1,-1
022311.png,-1,-1
022312.png,1,-1
022313.png,-1,-1
022314.png,1,1
022315.png,-1,-1
022317.png,-1,-1
022318.png,-1,-1
022319.png,-1,-1
022320.png,-1,-1
022321.png,-1,-1
022322.png,-1,-1
022323.png,-1,-1
022324.png,-1,-1
022325.png,-1,-1
022326.png,1,-1
022327.png,1,-1
022328.png,1,-1
022329.png,-1,-1
022330.png,1,-1
022331.png,1,-1
022332.png,-1,-1
022333.png,1,-1
022334.png,-1,-1
022335.png,-1,-1
022336.png,1,-1
022337.png,1,-1
022338.png,-1,-1
022339.png,-1,-1
022340.png,1,-1
022341.png,1,-1
022342.png,-1,-1
022343.png,-1,-1
022344.png,-1,-1
022346.png,-1,-1
022347.png,-1,-1
022348.png,-1,-1
022349.png,1,-1
022350.png,-1,-1
022351.png,1,-1
022352.png,-1,-1
022353.png,1,-1
022354.png,1,-1
022355.png,-1,-1
022356.png,-1,-1
022357.png,-1,-1
022358.png,-1,-1
022359.png,-1,-1
022360.png,1,1
022361.png,-1,-1
022362.png,-1,-1
022363.png,-1,-1
022364.png,1,-1
022365.png,-1,-1
022366.png,-1,-1
022367.png,-1,-1
022368.png,-1,-1
022369.png,1,-1
022370.png,-1,-1
022371.png,-1,-1
022372.png,1,-1
022374.png,1,-1
022375.png,-1,-1
022376.png,1,-1
022377.png,1,-1
022378.png,-1,-1
022379.png,1,1
022380.png,1,-1
022381.png,1,-1
022382.png,1,-1
022383.png,-1,-1
022384.png,1,-1
022385.png,-1,-1
022386.png,-1,-1
022387.png,-1,-1
022388.png,1,-1
022389.png,-1,-1
022390.png,-1,-1
022391.png,-1,-1
022392.png,-1,-1
022393.png,1,-1
022394.png,-1,-1
022395.png,-1,-1
022396.png,1,-1
022397.png,1,-1
022398.png,1,-1
022399.png,1,-1
022400.png,-1,-1
022401.png,1,-1
022402.png,-1,-1
022403.png,1,-1
022404.png,-1,-1
022405.png,-1,1
022406.png,1,1
022407.png,-1,-1
022408.png,1,-1
022409.png,-1,-1
022410.png,1,-1
022411.png,-1,-1
022412.png,1,-1
022413.png,-1,-1
022414.png,1,-1
022415.png,1,1
022416.png,-1,-1
022417.png,1,1
022418.png,-1,-1
022419.png,-1,-1
022420.png,1,-1
022421.png,1,-1
022422.png,-1,-1
022423.png,-1,-1
022424.png,1,-1
022425.png,-1,-1
022426.png,1,1
022427.png,1,-1
022428.png,-1,-1
022429.png,-1,-1
022430.png,1,-1
022431.png,-1,-1
022432.png,-1,-1
022433.png,-1,-1
022434.png,-1,-1
022435.png,-1,-1
022436.png,1,-1
022437.png,-1,-1
022439.png,1,-1
022440.png,1,-1
022441.png,1,-1
022442.png,-1,-1
022443.png,-1,-1
022444.png,-1,-1
022445.png,1,-1
022446.png,-1,-1
022447.png,-1,-1
022448.png,-1,-1
022449.png,-1,-1
022450.png,1,-1
022451.png,-1,-1
022452.png,-1,-1
022453.png,-1,-1
022454.png,-1,-1
022455.png,-1,-1
022456.png,1,-1
022457.png,-1,-1
022458.png,-1,-1
022459.png,-1,-1
022460.png,1,-1
022461.png,1,-1
022462.png,1,-1
022463.png,1,-1
022464.png,1,-1
022465.png,1,-1
022466.png,-1,-1
022467.png,-1,-1
022468.png,1,-1
022469.png,-1,-1
022470.png,-1,-1
022471.png,-1,-1
022472.png,1,-1
022473.png,1,-1
022474.png,-1,-1
022475.png,-1,-1
022476.png,-1,-1
022477.png,-1,-1
022478.png,-1,-1
022479.png,-1,-1
022480.png,1,-1
022481.png,-1,-1
022482.png,1,-1
022483.png,-1,-1
022484.png,-1,-1
022485.png,-1,-1
022486.png,1,-1
022487.png,1,-1
022488.png,1,-1
022489.png,-1,-1
022490.png,1,1
022492.png,-1,-1
022494.png,-1,-1
022495.png,-1,-1
022497.png,-1,-1
022498.png,-1,-1
022499.png,1,-1
022500.png,-1,-1
022501.png,-1,-1
022502.png,1,-1
022503.png,-1,-1
022504.png,-1,-1
022505.png,1,-1
022506.png,-1,-1
022507.png,1,-1
022508.png,-1,-1
022509.png,-1,-1
022510.png,1,-1
022511.png,-1,-1
022512.png,-1,-1
022513.png,-1,-1
022514.png,1,-1
022515.png,-1,-1
022516.png,-1,-1
022517.png,1,-1
022518.png,-1,-1
022519.png,-1,-1
022520.png,1,-1
022521.png,1,-1
022522.png,-1,-1
022523.png,1,-1
022524.png,-1,-1
022525.png,-1,-1
022526.png,1,-1
022527.png,1,-1
022528.png,-1,-1
022529.png,-1,-1
022530.png,1,-1
022531.png,-1,-1
022532.png,1,-1
022533.png,1,-1
022534.png,-1,-1
022535.png,-1,-1
022536.png,1,-1
022537.png,-1,-1
022538.png,-1,-1
022539.png,1,-1
022540.png,1,-1
022541.png,1,1
022542.png,-1,1
022543.png,-1,-1
022544.png,1,-1
022545.png,-1,-1
022546.png,-1,-1
022547.png,-1,-1
022548.png,-1,-1
022549.png,-1,-1
022550.png,1,-1
022551.png,-1,-1
022552.png,-1,-1
022553.png,-1,-1
022554.png,1,-1
022555.png,1,-1
022556.png,-1,-1
022557.png,-1,-1
022558.png,-1,-1
022559.png,-1,-1
022560.png,-1,-1
022561.png,-1,-1
022562.png,-1,-1
022563.png,1,1
022564.png,1,-1
022565.png,-1,-1
022566.png,-1,-1
022567.png,1,-1
022568.png,1,1
022569.png,-1,-1
022570.png,1,-1
022571.png,1,-1
022572.png,1,-1
022573.png,-1,-1
022574.png,1,-1
022575.png,-1,-1
022576.png,-1,-1
022577.png,-1,-1
022578.png,-1,-1
022579.png,1,-1
022580.png,1,-1
022581.png,1,-1
022582.png,-1,-1
022583.png,1,-1
022584.png,-1,-1
022585.png,1,-1
022586.png,-1,-1
022587.png,-1,-1
022588.png,-1,-1
022589.png,1,-1
022590.png,1,-1
022591.png,1,-1
022593.png,1,-1
022594.png,-1,-1
022595.png,-1,-1
022596.png,1,-1
022597.png,1,-1
022599.png,1,-1
022601.png,-1,-1
022602.png,-1,-1
022603.png,-1,-1
022604.png,-1,-1
022605.png,-1,-1
022606.png,-1,-1
022607.png,-1,-1
022608.png,-1,-1
022609.png,-1,-1
022610.png,1,-1
022611.png,1,-1
022612.png,1,-1
022613.png,-1,-1
022614.png,1,-1
022615.png,1,-1
022616.png,1,-1
022617.png,-1,-1
022618.png,-1,-1
022619.png,-1,-1
022620.png,1,-1
022621.png,-1,-1
022622.png,-1,1
022623.png,-1,-1
022624.png,-1,-1
022625.png,1,-1
022626.png,-1,-1
022627.png,1,-1
022628.png,1,-1
022630.png,1,-1
022631.png,-1,-1
022632.png,-1,-1
022633.png,1,-1
022634.png,1,1
022635.png,1,-1
022636.png,-1,-1
022637.png,-1,-1
022638.png,-1,-1
022639.png,-1,-1
022640.png,1,-1
022641.png,1,-1
022642.png,1,-1
022643.png,-1,-1
022645.png,-1,-1
022646.png,-1,-1
022647.png,1,-1
022648.png,-1,-1
022649.png,-1,-1
022650.png,-1,-1
022651.png,1,-1
022652.png,-1,-1
022653.png,1,-1
022654.png,-1,-1
022655.png,1,-1
022656.png,1,-1
022657.png,1,-1
022658.png,-1,-1
022659.png,-1,-1
022660.png,1,-1
022661.png,-1,-1
022662.png,-1,-1
022663.png,-1,-1
022665.png,1,-1
022666.png,-1,-1
022667.png,1,-1
022668.png,1,-1
022669.png,-1,-1
022670.png,1,-1
022671.png,1,-1
022672.png,-1,-1
022673.png,1,-1
022674.png,1,-1
022675.png,-1,-1
022676.png,-1,-1
022677.png,-1,-1
022678.png,-1,-1
022679.png,1,-1
022680.png,-1,-1
022681.png,1,-1
022682.png,-1,-1
022683.png,1,-1
022684.png,-1,-1
022685.png,-1,-1
022686.png,-1,-1
022687.png,-1,-1
022688.png,-1,-1
022689.png,1,1
022690.png,-1,-1
022691.png,1,-1
022692.png,-1,-1
022693.png,-1,-1
022694.png,1,-1
022695.png,1,-1
022696.png,-1,-1
022697.png,-1,-1
022698.png,1,-1
022699.png,-1,-1
022700.png,-1,-1
022701.png,1,-1
022702.png,1,-1
022703.png,1,1
022704.png,1,-1
022705.png,1,-1
022706.png,1,-1
022707.png,-1,-1
022708.png,1,-1
022709.png,-1,-1
022710.png,-1,-1
022711.png,1,-1
022712.png,-1,-1
022713.png,-1,-1
022714.png,-1,-1
022715.png,1,-1
022716.png,-1,-1
022717.png,-1,-1
022718.png,-1,-1
022719.png,1,-1
022720.png,-1,-1
022721.png,-1,-1
022722.png,-1,-1
022723.png,1,-1
022724.png,1,-1
022725.png,-1,-1
022726.png,-1,-1
022727.png,1,-1
022728.png,-1,-1
022729.png,-1,-1
022730.png,1,-1
022731.png,1,1
022732.png,-1,-1
022733.png,-1,-1
022734.png,1,-1
022735.png,-1,-1
022736.png,-1,-1
022737.png,-1,-1
022738.png,-1,-1
022739.png,1,-1
022740.png,1,-1
022742.png,-1,-1
022743.png,1,-1
022744.png,1,-1
022745.png,1,1
022746.png,-1,-1
022747.png,1,-1
022748.png,-1,-1
022749.png,-1,-1
022750.png,1,-1
022751.png,1,-1
022752.png,-1,-1
022753.png,-1,-1
022754.png,1,-1
022755.png,-1,-1
022756.png,1,-1
022757.png,1,-1
022758.png,-1,-1
022759.png,1,-1
022760.png,1,-1
022761.png,1,-1
022762.png,1,-1
022763.png,-1,-1
022764.png,1,-1
022765.png,1,-1
022766.png,-1,-1
022767.png,-1,-1
022768.png,1,-1
022769.png,-1,-1
022770.png,-1,-1
022771.png,1,-1
022772.png,1,-1
022773.png,-1,-1
022774.png,-1,-1
022775.png,-1,-1
022776.png,-1,-1
022777.png,-1,-1
022778.png,-1,-1
022779.png,1,-1
022780.png,-1,-1
022781.png,-1,-1
022782.png,-1,-1
022783.png,-1,-1
022784.png,-1,-1
022785.png,1,-1
022786.png,-1,-1
022787.png,-1,-1
022788.png,1,-1
022789.png,-1,-1
022790.png,-1,-1
022791.png,-1,-1
022792.png,-1,-1
022793.png,-1,-1
022794.png,-1,-1
022795.png,1,-1
022796.png,1,1
022797.png,-1,-1
022798.png,-1,-1
022799.png,1,-1
022800.png,-1,-1
022801.png,-1,-1
022802.png,-1,-1
022804.png,1,-1
022805.png,1,-1
022806.png,1,-1
022807.png,-1,-1
022808.png,1,1
022809.png,-1,-1
022810.png,1,-1
022811.png,1,-1
022812.png,-1,-1
022813.png,-1,-1
022814.png,-1,-1
022815.png,-1,-1
022816.png,-1,-1
022817.png,1,-1
022818.png,-1,-1
022819.png,1,-1
022820.png,-1,-1
022821.png,-1,-1
022822.png,-1,-1
022823.png,-1,-1
022824.png,1,-1
022825.png,1,-1
022826.png,1,-1
022827.png,-1,-1
022828.png,1,-1
022829.png,-1,-1
022830.png,-1,-1
022831.png,1,-1
022832.png,1,1
022833.png,-1,-1
022834.png,1,-1
022835.png,1,-1
022836.png,1,-1
022837.png,1,-1
022838.png,1,-1
022839.png,-1,-1
022840.png,-1,1
022841.png,-1,-1
022842.png,-1,-1
022843.png,1,-1
022844.png,-1,-1
022845.png,1,-1
022846.png,-1,-1
022847.png,-1,-1
022848.png,1,-1
022849.png,-1,-1
022850.png,-1,-1
022851.png,1,-1
022852.png,-1,-1
022853.png,1,1
022854.png,1,-1
022855.png,1,-1
022856.png,1,-1
022857.png,-1,-1
022858.png,-1,-1
022859.png,1,-1
022860.png,-1,-1
022861.png,-1,-1
022862.png,-1,-1
022863.png,-1,-1
022864.png,1,-1
022865.png,1,-1
022866.png,-1,-1
022867.png,1,-1
022868.png,1,-1
022869.png,-1,-1
022870.png,-1,-1
022871.png,-1,-1
022872.png,-1,-1
022873.png,1,-1
022874.png,-1,-1
022875.png,-1,1
022876.png,-1,-1
022877.png,1,-1
022878.png,1,-1
022879.png,-1,-1
022880.png,-1,-1
022881.png,1,-1
022882.png,-1,-1
022883.png,-1,-1
022884.png,1,-1
022886.png,-1,-1
022887.png,1,-1
022888.png,-1,-1
022889.png,-1,1
022890.png,-1,-1
022891.png,1,-1
022892.png,1,-1
022893.png,1,-1
022894.png,-1,-1
022895.png,1,-1
022896.png,-1,-1
022897.png,-1,-1
022898.png,-1,-1
022899.png,-1,-1
022900.png,1,-1
022901.png,-1,-1
022902.png,-1,-1
022903.png,-1,-1
022904.png,-1,-1
022906.png,-1,-1
022907.png,1,-1
022908.png,1,-1
022909.png,-1,-1
022910.png,1,-1
022912.png,1,-1
